include,text,sql,base_id,sql_id
,percentage Senior Secondary schools with financial support,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Senior Secondary' and a.year = b.year) as 'value', 3 as queryType from census as b where school_level = 'Senior Secondary' and has_financial_support = 1  group by year",25,181
,percentage Junior Secondary schools with financial support in Bombali district,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Junior Secondary' and a.district=""Bombali"" and  a.year = b.year) as 'value', 3 as queryType from census as b where school_level = 'Junior Secondary' and b.district=""Bombali"" and  has_financial_support = 1  group by year",25,213
,percentage Secondary schools with financial support in each district,"select district as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level in ('Juior Secondary', 'Senior Secondary') and a.year = b.year and a.district = b.district) as 'value', 3 as queryType from census as b where school_level in ('Juior Secondary', 'Senior Secondary') and has_financial_support = 1  group by year, district",25,245
,show me the share schools with financial support,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year) as 'value', 3 as queryType from census as b where has_financial_support = 1  group by year",25,25
,show me the share schools with financial support in Bombali district,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.district=""Bombali"" and  a.year = b.year) as 'value', 3 as queryType from census as b where b.district=""Bombali"" and  has_financial_support = 1  group by year",25,59
,show me the share schools with financial support by district,"select district as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year and a.district = b.district) as 'value', 3 as queryType from census as b where has_financial_support = 1  group by year, district",25,91
,show me the share schools with financial support by school level,"select school_level as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year and a.school_level = b.school_level) as 'value', 3 as queryType from census as b where has_financial_support = 1  group by year, school_level",25,120
,show me the share schools with financial support in Bombali district by school level,"select school_level as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.district=""Bombali"" and  a.year = b.year) as 'value', 3 as queryType from census as b where b.district=""Bombali"" and  has_financial_support = 1  group by year, school_level",25,149
,show me the share Senior Secondary schools with financial support,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Senior Secondary' and a.year = b.year) as 'value', 3 as queryType from census as b where school_level = 'Senior Secondary' and has_financial_support = 1  group by year",25,181
,show me the share Junior Secondary schools with financial support in Bombali district,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Junior Secondary' and a.district=""Bombali"" and  a.year = b.year) as 'value', 3 as queryType from census as b where school_level = 'Junior Secondary' and b.district=""Bombali"" and  has_financial_support = 1  group by year",25,213
,show me the share Secondary schools with financial support by district,"select district as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level in ('Juior Secondary', 'Senior Secondary') and a.year = b.year and a.district = b.district) as 'value', 3 as queryType from census as b where school_level in ('Juior Secondary', 'Senior Secondary') and has_financial_support = 1  group by year, district",25,245
,what is the share schools with financial support,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year) as 'value', 3 as queryType from census as b where has_financial_support = 1  group by year",25,25
,what is the share schools with financial support in Bombali district,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.district=""Bombali"" and  a.year = b.year) as 'value', 3 as queryType from census as b where b.district=""Bombali"" and  has_financial_support = 1  group by year",25,59
,what is the share schools with financial support by district,"select district as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year and a.district = b.district) as 'value', 3 as queryType from census as b where has_financial_support = 1  group by year, district",25,91
,what is the share schools with financial support by school level,"select school_level as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year and a.school_level = b.school_level) as 'value', 3 as queryType from census as b where has_financial_support = 1  group by year, school_level",25,120
,what is the share schools with financial support in Bombali district by school level,"select school_level as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.district=""Bombali"" and  a.year = b.year) as 'value', 3 as queryType from census as b where b.district=""Bombali"" and  has_financial_support = 1  group by year, school_level",25,149
,what is the share Senior Secondary schools with financial support,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Senior Secondary' and a.year = b.year) as 'value', 3 as queryType from census as b where school_level = 'Senior Secondary' and has_financial_support = 1  group by year",25,181
,what is the share Junior Secondary schools with financial support in Bombali district,"select 'share_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where school_level = 'Junior Secondary' and a.district=""Bombali"" and  a.year = b.year) as 'value', 3 as queryType from census as b where school_level = 'Junior Secondary' and b.district=""Bombali"" and  has_financial_support = 1  group by year",25,213
